neighborhood	ID	page	old_streetname	old_number	old_letter	new_number	new_letter	new_streetname	PDF Page	Remarks
Weisses Quartier	1357	14	Gerechtigkeitsg.	134		23		Gerechtigkeitsg.	21	
Weisses Quartier	1358	14	Gerechtigkeitsg.	134		18		Junkerngasse	21	
Weisses Quartier	1359	14	Gerechtigkeitsg.	135		21		Gerechtigkeitsg.	21	
Weisses Quartier	1360	14	Gerechtigkeitsg.	136		19		Gerechtigkeitsg.	21	
Weisses Quartier	1361	14	Gerechtigkeitsg.	137		17		Gerechtigkeitsg.	21	
Weisses Quartier	1362	14	Gerechtigkeitsg.	138		15		Gerechtigkeitsg.	21	
Weisses Quartier	1363	14	Gerechtigkeitsg.	139		13		Gerechtigkeitsg.	21	
Weisses Quartier	1364	14	Gerechtigkeitsg.	140		11		Gerechtigkeitsg.	21	
Weisses Quartier	1365	14	Gerechtigkeitsg.	141		9		Gerechtigkeitsg.	21	
Weisses Quartier	1366	14	Gerechtigkeitsg.	142		7		Gerechtigkeitsg.	21	
Weisses Quartier	1367	14	Gerechtigkeitsg.	142		8		Junkerngasse	21	
Weisses Quartier	1368	14	Gerechtigkeitsg.	143		5		Gerechtigkeitsg.	21	
Weisses Quartier	1369	14	Gerechtigkeitsg.	144		3		Gerechtigkeitsg.	21	
Weisses Quartier	1370	14	Gerechtigkeitsg.	145		4		Junkerngasse	21	
Weisses Quartier	1371	14	Gerechtigkeitsg.	146	a	1		Gerechtigkeitsg.	21	
Weisses Quartier	1372	14	Junkerngasse	146	b	6		Junkerngasse	21	
Weisses Quartier	1373	14	Junkerngasse	146	b	10		Junkerngasse	21	
Weisses Quartier	1374	14	Junkerngasse	146	c	12		Junkerngasse	21	
Weisses Quartier	1375	14	Junkerngasse	146	d	14		Junkerngasse	21	
Weisses Quartier	1376	14	Junkerngasse	146	e	16		Junkerngasse	21	
Weisses Quartier	1377	14	Junkerngasse	147	a	20		Junkerngasse	21	
Weisses Quartier	1378	14	Junkerngasse	147	a	3		Unt. Grchtgchn.	21	
Weisses Quartier	1379	14	Junkerngasse	147	b	22		Junkerngasse	21	
Weisses Quartier	1380	14	Junkerngasse	147	b	4		Unt. Grchtgchn.	21	
Weisses Quartier	1381	14	Junkerngasse	147	d	24		Junkerngasse	21	
Weisses Quartier	1382	14	Junkerngasse	148		26		Junkerngasse	21	
Weisses Quartier	1383	14	Junkerngasse	149	a	28		Junkerngasse	21	
Weisses Quartier	1384	14	Junkerngasse	149	b	30		Junkerngasse	21	
Weisses Quartier	1385	14	Junkerngasse	149	b	3		Ob. Grchtgchn.	21	
Weisses Quartier	1386	14	Junkerngasse	150		32		Junkerngasse	21	
Weisses Quartier	1387	14	Junkerngasse	151		34		Junkerngasse	21	
Weisses Quartier	1388	14	Junkerngasse	152		36		Junkerngasse	21	
Weisses Quartier	1389	14	Junkerngasse	153		38		Junkerngasse	21	
Weisses Quartier	1390	14	Junkerngasse	154		40		Junkerngasse	21	
Weisses Quartier	1391	14	Junkerngasse	155		42		Junkerngasse	21	
Weisses Quartier	1392	14	Junkerngasse	156		44		Junkerngasse	21	
Weisses Quartier	1393	14	Junkerngasse	157		46		Junkerngasse	21	
Weisses Quartier	1394	14	Junkerngasse	158		48		Junkerngasse	21	
Weisses Quartier	1395	14	Junkerngasse	159		50		Junkerngasse	21	
Weisses Quartier	1396	14	Junkerngasse	160	a	52		Junkerngasse	21	
Weisses Quartier	1397	14	Junkerngasse	160	b	54		Junkerngasse	21	
Weisses Quartier	1398	14	Junkerngasse	161		56		Junkerngasse	21	
Weisses Quartier	1399	14	Junkerngasse	162		58		Junkerngasse	21	
Weisses Quartier	1400	14	Junkerngasse	162		3		Kreuzgasse	21	
Weisses Quartier	1401	14	Junkerngasse	163		3		Kirchgasse	21	
Weisses Quartier	1402	14	Junkerngasse	164		65		Junkerngasse	21	
Weisses Quartier	1403	14	Junkerngasse	164		1		Kirchgasse	21	
Weisses Quartier	1404	14	Junkerngasse	165		63		Junkerngasse	21	
Weisses Quartier	1405	14	Junkerngasse	165		14		Badgasse	21	
Weisses Quartier	1406	14	Junkerngasse	166		61		Junkerngasse	21	
Weisses Quartier	1407	14	Junkerngasse	166		12	a	Badgasse	21	
Weisses Quartier	1408	14	Junkerngasse	167		59		Junkerngasse	21	
Weisses Quartier	1409	14	Junkerngasse	167		10		Badgasse	21	
Weisses Quartier	1410	14	Junkerngasse	168		57		Junkerngasse	21	
Weisses Quartier	1411	14	Junkerngasse	168		55		Junkerngasse	21	
Weisses Quartier	1412	14	Junkerngasse	170	a	53		Junkerngasse	21	
Weisses Quartier	1413	15	Junkerngasse	170	b	53		Junkerngasse	21	
Weisses Quartier	1414	15	Junkerngasse	171		51		Junkerngasse	21	
Weisses Quartier	1415	15	Junkerngasse	172		49		Junkerngasse	22	
Weisses Quartier	1416	15	Junkerngasse	173		47		Junkerngasse	22	
Weisses Quartier	1417	15	Junkerngasse	174		45		Junkerngasse	22	
Weisses Quartier	1418	15	Junkerngasse	175		45	a	Junkerngasse	22	
Weisses Quartier	1419	15	Junkerngasse	176		43		Junkerngasse	22	
Weisses Quartier	1420	15	Junkerngasse	177		41		Junkerngasse	22	
Weisses Quartier	1421	15	Junkerngasse	178		39		Junkerngasse	22	
Weisses Quartier	1422	15	Junkerngasse	179		37		Junkerngasse	22	
Weisses Quartier	1423	15	Junkerngasse	180		35		Junkerngasse	22	
Weisses Quartier	1424	15	Junkerngasse	181		33		Junkerngasse	22	
Weisses Quartier	1425	15	Junkerngasse	182	a	31		Junkerngasse	22	
Weisses Quartier	1426	15	Junkerngasse	182	b	29		Junkerngasse	22	
Weisses Quartier	1427	15	Junkerngasse	183		27		Junkerngasse	22	
Weisses Quartier	1428	15	Junkerngasse	184		25		Junkerngasse	22	
Weisses Quartier	1429	15	Junkerngasse	185		23		Junkerngasse	22	
Weisses Quartier	1430	15	Junkerngasse	186		21		Junkerngasse	22	
Weisses Quartier	1431	15	Junkerngasse	187		19		Junkerngasse	22	
Weisses Quartier	1432	15	Junkerngasse	188		17		Junkerngasse	22	
Weisses Quartier	1433	15	Junkerngasse	189		15		Junkerngasse	22	
Weisses Quartier	1434	15	Junkerngasse	190		13		Junkerngasse	22	
Weisses Quartier	1435	15	Junkerngasse	191		11		Junkerngasse	22	
Weisses Quartier	1436	15	Junkerngasse	192		9		Junkerngasse	22	
Weisses Quartier	1437	15	Junkerngasse	193		7		Junkerngasse	22	
Weisses Quartier	1438	15	Junkerngasse	194		5		Junkerngasse	22	
Weisses Quartier	1439	15	Junkerngasse	195		3		Junkerngasse	22	
Weisses Quartier	1440	15	Junkerngasse	196		1		Junkerngasse	22	
Weisses Quartier	1441	15	Nydeckgasse	197		17		Nydeckgasse	22	
Weisses Quartier	1442	15	Nydeckgasse	198		15		Nydeckgasse	22	
Weisses Quartier	1443	15	Nydeckgasse	199		13		Nydeckgasse	22	
Weisses Quartier	1444	15	Nydeckgasse	200		11		Nydeckgasse	22	
Weisses Quartier	1445	15	Nydeckgasse	201		9		Nydeckgasse	22	
Weisses Quartier	1446	15	Stalden	205		23		Nydeckhof	22	
Weisses Quartier	1447	15	Stalden	206		27		Stalden	22	
Weisses Quartier	1448	15	Stalden	206		49		Nydeckhof	22	
Weisses Quartier	1449	15	Stalden	207		25		Stalden	22	
Weisses Quartier	1450	15	Stalden	207		47		Nydeckhof	22	
Weisses Quartier	1451	15	Stalden	208		23		Stalden	22	
Weisses Quartier	1452	15	Stalden	208		45		Nydeckhof	22	
Weisses Quartier	1453	15	Stalden	209		21		Stalden	22	
Weisses Quartier	1454	15	Stalden	209		43		Nydeckhof	22	
Weisses Quartier	1455	15	Stalden	210		19		Stalden	22	
Weisses Quartier	1456	15	Stalden	210		41		Nydeckhof	22	
Weisses Quartier	1457	15	Stalden	211		17		Stalden	22	
Weisses Quartier	1458	15	Stalden	211		39		Nydeckhof	22	
Weisses Quartier	1459	15	Stalden	212		15		Stalden	22	
Weisses Quartier	1460	15	Stalden	212		37		Nydeckhof	22	
Weisses Quartier	1461	15	Stalden	213		13		Stalden	22	
Weisses Quartier	1462	15	Stalden	213		35		Nydeckhof	22	
Weisses Quartier	1463	15	Stalden	214		11		Stalden	22	
Weisses Quartier	1464	15	Stalden	214		33		Nydeckhof	22	
Weisses Quartier	1465	15	Stalden	215		9		Stalden	22	
Weisses Quartier	1466	15	Stalden	216		7		Stalden	22	
Weisses Quartier	1467	15	Stalden	216		31		Nydeckhof	22	
Weisses Quartier	1468	15	Stalden	217		5		Stalden	22	
Weisses Quartier	1469	15	Stalden	217		29		Nydeckhof	22	
Weisses Quartier	1470	15	Stalden	218		3		Stalden	22	
Weisses Quartier	1471	15	Stalden	218		27		Nydeckhof	22	
Weisses Quartier	1472	15	Stalden	219		1		Stalden	22	
Weisses Quartier	1473	15	Stalden	219		26		Nydeckhof	22	
Weisses Quartier	1474	15	Stalden	220		2		Mattenenge	22	
Weisses Quartier	1475	15	Stalden	221		4		Mattenenge	22	
Weisses Quartier	1476	15	Stalden	221		21		Nydeckhof	22	
Weisses Quartier	1477	15	Stalden	222		7		Läuferplatz	22	
Weisses Quartier	1478	15	Stalden	223		5		Läuferplatz	22	
Weisses Quartier	1479	15	Stalden	224		3		Läuferplatz	22	
Weisses Quartier	1480	15	Stalden	225		1		Läuferplatz	22	
Weisses Quartier	1481	15	Stalden	227	a	4		Läuferplatz	22	
Weisses Quartier	1482	15	Stalden	227	a	6		Läuferplatz	22	
Weisses Quartier	1483	15	Stalden	227	b	8		Läuferplatz	22	
Weisses Quartier	1484	15	Stalden	228		6		Langmauerweg	22	
Weisses Quartier	1485	15	Stalden	229		6		Nydeckgasse	22	
Weisses Quartier	1486	15	Stalden	229		2		Nydeckhof	22	
Weisses Quartier	1487	15	Stalden	230		12		Langmauerweg	22	
Weisses Quartier	1488	15	Stalden	231		1		Nydeckgasse	22	
Weisses Quartier	1489	15	Stalden	232		2		Nydeckgasse	22	
Schwarzes Quartier	1490	15	ln der Enge	1		6		Mattenenge	22	
Schwarzes Quartier	1491	15	ln der Enge	1		19		Nydeckhof	22	
Schwarzes Quartier	1492	15	ln der Enge	2		8		Mattenenge	22	
Schwarzes Quartier	1493	15	ln der Enge	2		17		Nydeckhof	22	
Schwarzes Quartier	1494	15	ln der Enge	3		10		Mattenenge	22	
Schwarzes Quartier	1495	15	ln der Enge	3		15		Nydeckhof	22	
Schwarzes Quartier	1496	15	ln der Enge	4		12		Mattenenge	22	
Schwarzes Quartier	1497	15	ln der Enge	4		13		Nydeckhof	22	
Schwarzes Quartier	1498	15	ln der Enge	5		14		Mattenenge	22	
Schwarzes Quartier	1499	15	ln der Enge	5		11		Nydeckhof	22	
Schwarzes Quartier	1500	15	ln der Enge	6		16		Mattenenge	22	
Schwarzes Quartier	1501	15	ln der Enge	6		9		Nydeckhof	22	
Schwarzes Quartier	1502	16	ln der Enge	7		18		Mattenenge	23	
Schwarzes Quartier	1503	16	ln der Enge	7		7		Nydeckhof	23	
Schwarzes Quartier	1504	16	ln der Enge	8		20		Mattenenge	23	
Schwarzes Quartier	1505	16	ln der Enge	8		5		Nydeckhof	23	
Schwarzes Quartier	1506	16	ln der Enge	9	a	22		Mattenenge	23	
Schwarzes Quartier	1507	16	ln der Enge	9	a	3		Nydeckhof	23	
Schwarzes Quartier	1508	16	ln der Enge	9	c	1		Nydeckhof	23	
Schwarzes Quartier	1509	16	ln der Enge	9	b	24		Mattenenge	23	
Schwarzes Quartier	1510	16	Gerbernlaube	10		4		Gerbergasse	23	
Schwarzes Quartier	1511	16	Gerbernlaube	11		6		Gerbergasse	23	
Schwarzes Quartier	1512	16	Gerbernlaube	11		6	a	Gerbergasse	23	
Schwarzes Quartier	1513	16	Gerbernlaube	12		8		Gerbergasse	23	
Schwarzes Quartier	1514	16	Gerbernlaube	12		8	a	Gerbergasse	23	
Schwarzes Quartier	1515	16	Gerbernlaube	13	a	10		Gerbergasse	23	
Schwarzes Quartier	1516	16	Gerbernlaube	13	a	10	a	Gerbergasse	23	
Schwarzes Quartier	1517	16	Gerbernlaube	13	b	12		Gerbergasse	23	
Schwarzes Quartier	1518	16	Gerbernlaube	13	c	12	a	Gerbergasse	23	
Schwarzes Quartier	1519	16	Gerbernlaube	13	a	14		Gerbergasse	23	
Schwarzes Quartier	1520	16	Gerbernlaube	13	b	14	a	Gerbergasse	23	
Schwarzes Quartier	1521	16	Gerbernlaube	15		16		Gerbergasse	23	
Schwarzes Quartier	1522	16	Gerbernlaube	15		16	a	Gerbergasse	23	
Schwarzes Quartier	1523	16	Gerbernlaube	16		18		Gerbergasse	23	
Schwarzes Quartier	1524	16	Gerbernlaube	17	a	20		Gerbergasse	23	
Schwarzes Quartier	1525	16	Gerbernlaube	17	b	20	a	Gerbergasse	23	
Schwarzes Quartier	1526	16	Gerbernlaube	18		22		Gerbergasse	23	
Schwarzes Quartier	1527	16	Gerbernlaube	18	b	7		Nydecktreppe	23	
Schwarzes Quartier	1528	16	Gerbernlaube	18	b	7	a	Nydecktreppe	23	
Schwarzes Quartier	1529	16	Gerbernlaube	18	c	5		Nydecktreppe	23	
Schwarzes Quartier	1530	16	Gerbernlaube	18	d	3		Nydecktreppe	23	
Schwarzes Quartier	1531	16	Gerbernlaube	19		24		Gerbergasse	23	
Schwarzes Quartier	1532	16	Gerbernlaube	20	a	26		Gerbergasse	23	
Schwarzes Quartier	1533	16	Gerbernlaube	20	b	26	a	Gerbergasse	23	
Schwarzes Quartier	1534	16	Müllerlaube	21	a	30		Gerbergasse	23	
Schwarzes Quartier	1535	16	Müllerlaube	21	b	30	a	Gerbergasse	23	
Schwarzes Quartier	1536	16	Müllerlaube	21	c	30	b	Gerbergasse	23	
Schwarzes Quartier	1537	16	Müllerlaube	22	a	36		Gerbergasse	23	
Schwarzes Quartier	1538	16	Müllerlaube	22	b	29		Gerbergasse	23	
Schwarzes Quartier	1539	16	Müllerlaube	22	c	25		Gerbergasse	23	
Schwarzes Quartier	1540	16	Müllerlaube	22	d	34		Gerbergasse	23	
Schwarzes Quartier	1541	16	Müllerlaube	23		38		Gerbergasse	23	
Schwarzes Quartier	1542	16	Müllerlaube	24		38		Gerbergasse	23	
Schwarzes Quartier	1543	16	Müllerlaube	25		40		Gerbergasse	23	
Schwarzes Quartier	1544	16	Müllerlaube	26		42		Gerbergasse	23	
Schwarzes Quartier	1545	16	Müllerlaube	27		42		Gerbergasse	23	
Schwarzes Quartier	1546	16	Müllerlaube	28		44		Gerbergasse	23	
Schwarzes Quartier	1547	16	Müllerlaube	29		46		Gerbergasse	23	
Schwarzes Quartier	1548	16	Müllerlaube	30		48		Gerbergasse	23	
Schwarzes Quartier	1549	16	Müllerlaube	31		2		Mühlenplatz	23	
Schwarzes Quartier	1550	16	Müllerlaube	32		4		Mühlenplatz	23	
Schwarzes Quartier	1551	16	Müllerlaube	33		6		Mühlenplatz	23	
Schwarzes Quartier	1552	16	Müllerlaube	34		6		Mühlenplatz	23	
Schwarzes Quartier	1553	16	Müllerlaube	35		8		Mühlenplatz	23	
Schwarzes Quartier	1554	16	Müllerlaube	36		10		Mühlenplatz	23	
Schwarzes Quartier	1555	16	Müllerlaube	37		12		Mühlenplatz	23	
Schwarzes Quartier	1556	16	Müllerlaube	38		14		Mühlenplatz	23	
Schwarzes Quartier	1557	16	Müllerlaube	39	a	2		Schifflaube	23	
Schwarzes Quartier	1558	16	Müllerlaube	39	b	2	a	Schifflaube	23	
Schwarzes Quartier	1559	16	Müllerlaube	39	c	2	c	Schifflaube	23	
Schwarzes Quartier	1560	16	Müllerlaube	39	d	2	b	Schifflaube	23	
Schwarzes Quartier	1561	16	Müllerlaube	41	g	8		Schifflaube	23	
Schwarzes Quartier	1562	16	Müllerlaube	42	a	10		Schifflaube	23	
Schwarzes Quartier	1563	16	Schifflaube	42	c	16		Schifflaube	23	
Schwarzes Quartier	1564	16	Schifflaube	42	c	16	a	Schifflaube	23	
Schwarzes Quartier	1565	16	Schifflaube	42	c	16	b	Schifflaube	23	
Schwarzes Quartier	1566	16	Schifflaube	42	d	12		Schifflaube	23	
Schwarzes Quartier	1567	16	Schifflaube	43		18		Schifflaube	23	
Schwarzes Quartier	1568	16	Schifflaube	44		20		Schifflaube	23	
Schwarzes Quartier	1569	16	Schifflaube	45		22		Schifflaube	23	
Schwarzes Quartier	1570	16	Schifflaube	46		24		Schifflaube	23	
Schwarzes Quartier	1571	16	Schifflaube	47		26		Schifflaube	23	
Schwarzes Quartier	1572	16	Schifflaube	48		28		Schifflaube	23	
Schwarzes Quartier	1573	16	Schifflaube	49		30		Schifflaube	23	
Schwarzes Quartier	1574	16	Schifflaube	50		32		Schifflaube	23	
Schwarzes Quartier	1575	16	Schifflaube	51		34		Schifflaube	23	
Schwarzes Quartier	1576	16	Schifflaube	51	b	36		Schifflaube	23	
Schwarzes Quartier	1577	16	Schifflaube	52		38		Schifflaube	23	
Schwarzes Quartier	1578	16	Schifflaube	52	b	11		Bubenbergsrain	23	
Schwarzes Quartier	1579	16	Schifflaube	53		40		Schifflaube	23	
Schwarzes Quartier	1580	16	Schifflaube	54		42		Schifflaube	23	
Schwarzes Quartier	1581	16	Schifflaube	55		44		Schifflaube	23	
Schwarzes Quartier	1582	16	Schifflaube	56	a	46		Schifflaube	23	
Schwarzes Quartier	1583	16	Schifflaube	56	b	46	a	Schifflaube	23	
Schwarzes Quartier	1584	16	Schifflaube	57	a	48		Schifflaube	23	
Schwarzes Quartier	1585	16	Schifflaube	57	b	50		Schifflaube	23	
Schwarzes Quartier	1586	16	Schifflaube	57	d	50	a	Schifflaube	23	
Schwarzes Quartier	1587	16	Bubenbergsrain	57	c	52		Schifflaube	23	
Schwarzes Quartier	1588	16	Bubenbergsrain	57	c	2		Badgasse	23	
Schwarzes Quartier	1589	16	Bubenbergsrain	58	a	4		Badgasse	23	
Schwarzes Quartier	1590	16	Bubenbergsrain	58	b	4	a	Badgasse	23	
Schwarzes Quartier	1591	16	Bubenbergsrain	58	c	4	b	Badgasse	23	
Schwarzes Quartier	1592	16	Bubenbergsrain	59		6		Badgasse	23	
Schwarzes Quartier	1593	16	Bubenbergsrain	59		6	a	Badgasse	23	
Schwarzes Quartier	1594	16	Bubenbergsrain	60	a	8		Badgasse	23	
Schwarzes Quartier	1595	16	Bubenbergsrain	60	b	8	a	Badgasse	23	
Schwarzes Quartier	1596	16	Bubenbergsrain	61	a	23		Bubenbergsrain	23	
Schwarzes Quartier	1597	16	Bubenbergsrain	61	a	23	a	Bubenbergsrain	23	
Schwarzes Quartier	1598	16	Bubenbergsrain	61	b	21		Bubenbergsrain	23	
Schwarzes Quartier	1599	16	Bubenbergsrain	61	b	21	a	Bubenbergsrain	23	
Schwarzes Quartier	1600	16	Bubenbergsrain	61	b	21	b	Bubenbergsrain	23	
Schwarzes Quartier	1601	16	Bubenbergsrain	62		19		Bubenbergsrain	23	
Schwarzes Quartier	1602	16	Bubenbergsrain	63		17		Bubenbergsrain	23	
Schwarzes Quartier	1603	16	Bubenbergsrain	63		17	a	Bubenbergsrain	23	
Schwarzes Quartier	1604	16	Bubenbergsrain	63		17	b	Bubenbergsrain	23	
Schwarzes Quartier	1605	16	Bubenbergsrain	64	a	15		Bubenbergsrain	23	
Schwarzes Quartier	1606	16	Bubenbergsrain	64	b	15	a	Bubenbergsrain	23	
Schwarzes Quartier	1607	16	Bubenbergsrain	65	a	13		Bubenbergsrain	23	
Schwarzes Quartier	1608	16	Bubenbergsrain	65	a	13	a	Bubenbergsrain	23	
Schwarzes Quartier	1609	16	Bubenbergsrain	65	b	12		Badgasse	23	
Schwarzes Quartier	1610	16	Bubenbergsrain	65	c	14		Badgasse	23	
Schwarzes Quartier	1611	16	Bubenbergsrain	65	d	14	a	Badgasse	23	
Schwarzes Quartier	1612	16	Frick	66	a	11		Fricktreppe	23	
Schwarzes Quartier	1613	16	Frick	66	b	13		Fricktreppe	23	
Schwarzes Quartier	1614	16	Frick	67	a	3		Fricktreppe	23	
Schwarzes Quartier	1615	17	Frick	67	b	5		Fricktreppe	24	
Schwarzes Quartier	1616	17	Frick	67	b	7		Fricktreppe	24	
Schwarzes Quartier	1617	17	Frick	68	a	14		Fricktreppe	24	
Schwarzes Quartier	1618	17	Frick	68	b	14	a	Fricktreppe	24	
Schwarzes Quartier	1619	17	Frick	69	b	57		Badgasse	24	
Schwarzes Quartier	1620	17	Frick	70		55		Badgasse	24	
Schwarzes Quartier	1621	17	Frick	71		53		Badgasse	24	
Schwarzes Quartier	1622	17	Frick	72		49		Badgasse	24	
Schwarzes Quartier	1623	17	Frick	72		46		Aarstrasse	24	
Schwarzes Quartier	1624	17	Frick	73	b	43		Badgasse	24	
Schwarzes Quartier	1625	17	Frick	73	b	42		Aarstrasse	24	
Schwarzes Quartier	1626	17	Frick	73	a	41		Badgasse	24	
Schwarzes Quartier	1627	17	Frick	73	a	44		Aarstrasse	24	
Schwarzes Quartier	1628	17	Badlaube	74		39		Badgasse	24	
Schwarzes Quartier	1629	17	Badlaube	74		40		Aarstrasse	24	
Schwarzes Quartier	1630	17	Badlaube	75		37		Badgasse	24	
Schwarzes Quartier	1631	17	Badlaube	75		38		Aarstrasse	24	
Schwarzes Quartier	1632	17	Badlaube	76		35		Badgasse	24	
Schwarzes Quartier	1633	17	Badlaube	76		36		Aarstrasse	24	
Schwarzes Quartier	1634	17	Badlaube	77		33		Badgasse	24	
Schwarzes Quartier	1635	17	Badlaube	77		34		Aarstrasse	24	
Schwarzes Quartier	1636	17	Badlaube	78	a	31		Badgasse	24	
Schwarzes Quartier	1637	17	Badlaube	78	b	32		Aarstrasse	24	
Schwarzes Quartier	1638	17	Badlaube	79		29		Badgasse	24	
Schwarzes Quartier	1639	17	Badlaube	80	a	27		Badgasse	24	
Schwarzes Quartier	1640	17	Badlaube	80	b	30		Aarstrasse	24	
Schwarzes Quartier	1641	17	Badlaube	81		25		Badgasse	24	
Schwarzes Quartier	1642	17	Badlaube	81		28		Aarstrasse	24	
Schwarzes Quartier	1643	17	Badlaube	82		23		Badgasse	24	
Schwarzes Quartier	1644	17	Badlaube	83		26		Aarstrasse	24	
Schwarzes Quartier	1645	17	Badlaube	84		21		Badgasse	24	
Schwarzes Quartier	1646	17	Badlaube	84		24		Aarstrasse	24	
Schwarzes Quartier	1647	17	Badlaube	85		19		Badgasse	24	
Schwarzes Quartier	1648	17	Badlaube	85		22		Aarstrasse	24	
Schwarzes Quartier	1649	17	Badlaube	86		17		Badgasse	24	
Schwarzes Quartier	1650	17	Badlaube	86		20		Aarstrasse	24	
Schwarzes Quartier	1651	17	Badlaube	87		15		Badgasse	24	
Schwarzes Quartier	1652	17	Badlaube	87		18		Aarstrasse	24	
Schwarzes Quartier	1653	17	Badlaube	88		13		Badgasse	24	
Schwarzes Quartier	1654	17	Badlaube	88		16		Aarstrasse	24	
Schwarzes Quartier	1655	17	Badlaube	89		11		Badgasse	24	
Schwarzes Quartier	1656	17	Badlaube	89		14		Aarstrasse	24	
Schwarzes Quartier	1657	17	Badlaube	90	a	9		Badgasse	24	
Schwarzes Quartier	1658	17	Badlaube	90	b	12		Aarstrasse	24	
Schwarzes Quartier	1659	17	Badlaube	91	a	7		Badgasse	24	
Schwarzes Quartier	1660	17	Badlaube	91	b	10		Aarstrasse	24	
Schwarzes Quartier	1661	17	Badlaube	92	a	5		Badgasse	24	
Schwarzes Quartier	1662	17	Badlaube	92	b	6		Aarstrasse	24	
Schwarzes Quartier	1663	17	Badlaube	93		3		Badgasse	24	
Schwarzes Quartier	1664	17	Badlaube	94		4		Aarstrasse	24	
Schwarzes Quartier	1665	17	Badlaube	95		1		Badgasse	24	
Schwarzes Quartier	1666	17	Badlaube	95		1	a	Badgasse	24	
Schwarzes Quartier	1667	17	Badlaube	95		2		Aarstrasse	24	
Schwarzes Quartier	1668	17	Gypsreibe	97	a	35		Wasserwerkstr.	24	
Schwarzes Quartier	1669	17	Gypsreibe	98	a	25		Wasserwerkstr.	24	
Schwarzes Quartier	1670	17	Gypsreibe	98		25	a	Wasserwerkstr.	24	
Schwarzes Quartier	1671	17	Gypsreibe	98	c	25	b	Wasserwerkstr.	24	
Schwarzes Quartier	1672	17	Gypsreibe	99	a	21		Wasserwerkstr.	24	
Schwarzes Quartier	1673	17	Gypsreibe	99	b	23		Wasserwerkstr.	24	
Schwarzes Quartier	1674	17	Gypsreibe	100		19		Wasserwerkstr.	24	
Schwarzes Quartier	1675	17	Gypsreibe	101	a	17		Wasserwerkstr.	24	
Schwarzes Quartier	1676	17	Landeren	101	b	15		Wasserwerkstr.	24	
Schwarzes Quartier	1677	17	Landeren	101	b	15	a	Wasserwerkstr.	24	
Schwarzes Quartier	1678	17	Landeren	101	c	7		Wasserwerkstr.	24	
Schwarzes Quartier	1679	17	Landeren	101	c	5		Wasserwerkstr.	24	
Schwarzes Quartier	1680	17	Landeren	101	d	1		Wasserwerkstr.	24	
Schwarzes Quartier	1681	17	Landeren	101	e	2		Wasserwerkstr.	24	
Schwarzes Quartier	1682	17	Landeren	101	f	2	a	Wasserwerkstr.	24	
Schwarzes Quartier	1683	17	Landeren	102	a	4		Wasserwerkstr.	24	
Schwarzes Quartier	1684	17	Landeren	102	b	6		Wasserwerkstr.	24	
Schwarzes Quartier	1685	17	Landeren	103		8		Wasserwerkstr.	24	
Schwarzes Quartier	1686	17	Landeren	104	a	10		Wasserwerkstr.	24	
Schwarzes Quartier	1687	17	Landeren	104	b	12		Wasserwerkstr.	24	
Schwarzes Quartier	1688	17	Landeren	104	c	14		Wasserwerkstr.	24	
Schwarzes Quartier	1689	17	Schleifergässleln	105	a	7		Mühlenplatz	24	
Schwarzes Quartier	1690	17	Schleifergässleln	105	b	5		Mühlenplatz	24	
Schwarzes Quartier	1691	17	Schleifergässleln	106	b	15		Mühlenplatz	24	
Schwarzes Quartier	1692	17	Schleifergässleln	106	b	11		Mühlenplatz	24	
Schwarzes Quartier	1693	17	Schleifergässleln	106	b	13		Mühlenplatz	24	
Schwarzes Quartier	1694	17	Schleifergässleln	106	b	20		Wasserwerkstr.	24	
Schwarzes Quartier	1695	17	Schleifergässleln	106	b	22		Wasserwerkstr.	24	
Schwarzes Quartier	1696	17	Schleifergässleln	106	c	16		Mühlenplatz	24	
Schwarzes Quartier	1697	17	Schleifergässleln	106	c	1		Schifflaube	24	
Schwarzes Quartier	1698	17	Schleifergässleln	106	d	3		Schifflaube	24	
Schwarzes Quartier	1699	17	Müllerläublein	107	a	43		Gerbergasse	24	
Schwarzes Quartier	1700	17	Müllerläublein	107	a	1		Müllerplatz	24	
Schwarzes Quartier	1701	17	Müllerläublein	107	b	43	a	Gerbergasse	24	
Schwarzes Quartier	1702	17	Müllerläublein	107	b	1	a	Müllerplatz	24	
Schwarzes Quartier	1703	17	Müllerläublein	108		41		Gerbergasse	24	
Schwarzes Quartier	1704	17	Müllerläublein	109	a	39		Gerbergasse	24	
Schwarzes Quartier	1705	17	Müllerläublein	109	a	39	a	Gerbergasse	24	
Schwarzes Quartier	1706	17	Müllerläublein	109	b	37		Gerbergasse	24	
Schwarzes Quartier	1707	17	Müllerläublein	109	c	37	a	Gerbergasse	24	
Schwarzes Quartier	1708	17	Müllerläublein	110	a	33		Gerbergasse	24	
Schwarzes Quartier	1709	17	Müllerläublein	110	b	31		Gerbergasse	24	
Schwarzes Quartier	1710	17	Müllerläublein	110	b	27		Gerbergasse	24	
Schwarzes Quartier	1711	17	Müllerläublein	110	b	27	a	Gerbergasse	24	
Schwarzes Quartier	1712	17	Müllerläublein	110	b	27	b	Gerbergasse	24	
Schwarzes Quartier	1713	17	Müllerläublein	110	d	4		Kanalgasse	24	
Schwarzes Quartier	1714	17	Gerbernlaube	111		21		Gerbergasse	24	
