Strasse vor 1882,Nummer vor 1882,Strasse,Nummer,Scan,ID,Status
Stalden,3,Stalden,6,3012665,1174,Unbekannte Strasse
Stalden,4a,Stalden,8,3012665,1175,Unbekannte Strasse
Stalden,4b,Langmauerweg,1,3012665,1176,OK
Stalden,5,Stalden,10,3012665,1177,Unbekannte Strasse
Stalden,6,Stalden,12,3012665,1178,Unbekannte Strasse
Stalden,7,Stalden,14,3012665,1179,Unbekannte Strasse
Stalden,8,Stalden,16,3012665,1180,Unbekannte Strasse
Stalden,9,Stalden,18,3012665,1181,Unbekannte Strasse
Stalden,10,Stalden,20,3012665,1182,Unbekannte Strasse
Stalden,11,Stalden,22,3012665,1183,Unbekannte Strasse
Stalden,12,Stalden,24,3012665,1184,Unbekannte Strasse
Stalden,13,Stalden,26,3012665,1185,Unbekannte Strasse
Stalden,14,Stalden,28,3012665,1186,Unbekannte Strasse
Stalden,15,Stalden,30,3012665,1187,Unbekannte Strasse
Klapperläubli,16,Stalden,32,3012665,1188,Unbekannte Strasse
Klapperläubli,17,Stalden,34,3012665,1189,Unbekannte Strasse
Klapperläubli,18,Stalden,36,3012665,1190,Unbekannte Strasse
Klapperläubli,19,Stalden,38,3012665,1191,Unbekannte Strasse
Bei der Schutzmühle,20a,Langmauerweg,17,3012666,1192,OK
Bei der Schutzmühle,20b,Langmauerweg,17a,3012666,1193,Unbekannte Hausnummer
Bei der Schutzmühle,20b,Langmauerweg,15,3012666,1194,OK
Bei der Schutzmühle,20d,Langmauerweg,11,3012666,1195,Unbekannte Hausnummer
Bei der Schutzmühle,20c,Langmauerweg,19,3012666,1196,Unbekannte Hausnummer
Bei der Schutzmühle,21a,Postgasse,6,3012666,1197,OK
Bei der Schutzmühle,21d,Postgasse,6a,3012666,1198,OK
Bei der Schutzmühle,21b,Postgasse,10,3012666,1199,OK
Bei der Schutzmühle,21c,Postgasse,12,3012666,1200,Unbekannte Hausnummer
Postgasse,22,Postgasse,14,3012666,1201,OK
Postgasse,23,Postgasse,16,3012666,1202,Unbekannte Hausnummer
Postgasse,24,Postgasse,18,3012666,1203,OK
Postgasse,24,Postgasshalde,5,3012666,1204,OK
Postgasse,25,Postgasse,20,3012666,1205,OK
Postgasse,25,Postgasshalde,7,3012666,1206,OK
Postgasse,26,Postgasse,22,3012666,1207,OK
Postgasse,26,Postgasshalde,9,3012666,1208,OK
Postgasse,27,Postgasse,24,3012666,1209,OK
Postgasse,27,Postgasshalde,11,3012666,1210,OK
Postgasse,28,Postgasse,26,3012666,1211,OK
Postgasse,28,Postgasshalde,13,3012666,1212,OK
Postgasse,29,Postgasse,28,3012666,1213,OK
Postgasse,29,Postgasshalde,15,3012666,1214,OK
Postgasse,30a,Postgasse,30,3012666,1215,OK
Postgasse,30b,Postgasshalde,17,3012666,1216,OK
Postgasse,31,Postgasse,32,3012666,1217,OK
Postgasse,31,Postgasshalde,19,3012666,1218,OK
Postgasse,32,Postgasse,34,3012666,1219,OK
Postgasse,32,Postgasshalde,21,3012666,1220,OK
Postgasse,33,Postgasse,36,3012666,1221,OK
Postgasse,33,Postgasshalde,23,3012666,1222,OK
Postgasse,34,Postgasse,38,3012666,1223,OK
Postgasse,34,Postgasshalde,25,3012666,1224,OK
Postgasse,35,Postgasse,40,3012666,1225,OK
Postgasse,35,Postgasshalde,27,3012666,1226,Unbekannte Hausnummer
Postgasse,36a,Postgasse,42,3012666,1227,OK
Postgasse,36b,Postgasshalde,29,3012666,1228,OK
Postgasse,37,Postgasse,44,3012666,1229,OK
Postgasse,37,Postgasshalde,31,3012666,1230,Unbekannte Hausnummer
Postgasse,38,Postgasse,46,3012666,1231,OK
Postgasse,39,Postgasse,48,3012666,1232,OK
Postgasse,39,Postgasshalde,35,3012666,1233,OK
Postgasse,40,Postgasse,50,3012666,1234,OK
Postgasse,40,Postgasshalde,37,3012666,1235,OK
Postgasse,41,Postgasse,52,3012666,1236,OK
Postgasse,41,Postgasshalde,39,3012666,1237,OK
Postgasse,42a,Postgasse,54,3012666,1238,OK
Postgasse,42b,Postgasshalde,41,3012666,1239,OK
Postgasse,43a,Postgasse,56,3012666,1240,OK
Postgasse,43b,Postgasse,58,3012666,1241,OK
Postgasse,44a,Postgasse,60,3012666,1242,OK
Postgasse,44a,Postgasshalde,47,3012666,1243,OK
Postgasse,44b,Postgasse,62,3012666,1244,OK
Postgasse,45,Postgasse,64,3012666,1245,OK
Postgasse,46,Postgasse,66,3012666,1246,OK
Postgasse,47,Postgasse,68,3012666,1247,OK
Postgasse,47,Postgasshalde,55,3012666,1248,OK
Postgasse,48,Postgasse,70,3012666,1249,OK
Postgasse,49,Postgasse,72,3012666,1250,OK
Postgasse,50,Rathausplatz,2,3012666,1251,OK
Postgasse,51a,Rathausgasse,3,3012666,1252,OK
Postgasse,51a,Rathausgasse,5,3012666,1253,OK
Postgasse,51b,Rathausgasse,3,3012666,1254,OK
Postgasse,52,Postgasse,65,3012666,1255,Unbekannte Hausnummer
Postgasse,52,Rathausplatz,1,3012666,1256,OK
Postgasse,53a,Postgasse,63,3012666,1257,OK
Postgasse,53b,Postgasse,61,3012666,1258,OK
Postgasse,54,Postgasse,59,3012666,1259,OK
Postgasse,55,Postgasse,53,3012666,1260,OK
Postgasse,56a,Postgasse,49,3012666,1261,OK
Postgasse,56b,Postgasse,47,3012666,1262,OK
Postgasse,57a,Postgasse,39,3012666,1263,OK
Postgasse,57b,Postgasse,37,3012666,1264,OK
Postgasse,58,Postgasse,31,3012666,1265,OK
Postgasse,59a,Postgasse,27,3012666,1266,OK
Postgasse,59b,Postgasse,23,3012666,1267,OK
Postgasse,59c,Postgasse,21,3012666,1268,OK
Postgasse,59d,Postgasse,19,3012666,1269,OK
Postgasse,59e,Postgasse,19,3012666,1270,OK
Postgasse,60a,Postgasse,17,3012666,1271,OK
Postgasse,60b,Postgasse,15,3012666,1272,OK
Postgasse,61,Postgasse,13,3012666,1273,OK
Postgasse,62,Postgasse,11,3012666,1274,Unbekannte Hausnummer
Postgasse,63,Postgasse,9,3012666,1275,Unbekannte Hausnummer
Gerechtigkeitsgasse,64,Gerechtigkeitsgasse,2,3012666,1276,OK
Gerechtigkeitsgasse,65,Gerechtigkeitsgasse,4,3012666,1277,OK
Gerechtigkeitsgasse,66,Gerechtigkeitsgasse,6,3012666,1278,OK
Gerechtigkeitsgasse,67,Gerechtigkeitsgasse,8,3012666,1279,OK
Gerechtigkeitsgasse,68,Gerechtigkeitsgasse,10,3012666,1280,Unbekannte Hausnummer
Gerechtigkeitsgasse,69,Gerechtigkeitsgasse,12,3012666,1281,OK
Gerechtigkeitsgasse,70,Gerechtigkeitsgasse,14,3012666,1282,OK
Gerechtigkeitsgasse,71,Gerechtigkeitsgasse,16,3012666,1283,OK
Gerechtigkeitsgasse,72,Gerechtigkeitsgasse,18,3012666,1284,OK
Gerechtigkeitsgasse,73,Gerechtigkeitsgasse,20,3012666,1285,Unbekannte Hausnummer
Gerechtigkeitsgasse,74,Gerechtigkeitsgasse,22,3012666,1286,OK
Gerechtigkeitsgasse,75,Gerechtigkeitsgasse,24,3012666,1287,OK
Gerechtigkeitsgasse,76,Gerechtigkeitsgasse,26,3012666,1288,OK
Gerechtigkeitsgasse,77,Gerechtigkeitsgasse,28,3012666,1289,OK
Gerechtigkeitsgasse,78,Gerechtigkeitsgasse,30,3012666,1290,OK
Gerechtigkeitsgasse,78,Postgasse,25,3012666,1291,OK
Gerechtigkeitsgasse,79,Gerechtigkeitsgasse,32,3012666,1292,OK
Gerechtigkeitsgasse,80,Gerechtigkeitsgasse,34,3012666,1293,Unbekannte Hausnummer
Gerechtigkeitsgasse,80,Postgasse,29,3012666,1294,Unbekannte Hausnummer
Gerechtigkeitsgasse,81,Gerechtigkeitsgasse,36,3012666,1295,OK
Gerechtigkeitsgasse,82,Gerechtigkeitsgasse,36,3012666,1296,OK
Gerechtigkeitsgasse,83,Gerechtigkeitsgasse,38,3012666,1297,Unbekannte Hausnummer
Gerechtigkeitsgasse,84,Gerechtigkeitsgasse,40,3012666,1298,OK
Gerechtigkeitsgasse,84,Postgasse,33,3012666,1299,OK
Gerechtigkeitsgasse,85,Gerechtigkeitsgasse,42,3012666,1300,OK
Gerechtigkeitsgasse,85,Postgasse,35,3012666,1301,OK
Gerechtigkeitsgasse,86,Gerechtigkeitsgasse,44,3012667,1302,OK
Gerechtigkeitsgasse,87,Gerechtigkeitsgasse,46,3012667,1303,OK
Gerechtigkeitsgasse,88,Gerechtigkeitsgasse,48,3012667,1304,OK
Gerechtigkeitsgasse,88,Postgasse,41,3012667,1305,OK
Gerechtigkeitsgasse,89,Gerechtigkeitsgasse,50,3012667,1306,OK
Gerechtigkeitsgasse,89,Postgasse,43,3012667,1307,OK
Gerechtigkeitsgasse,90,Gerechtigkeitsgasse,52,3012667,1308,OK
Gerechtigkeitsgasse,91,Gerechtigkeitsgasse,54,3012667,1309,OK
Gerechtigkeitsgasse,92,Gerechtigkeitsgasse,56,3012667,1310,OK
Gerechtigkeitsgasse,93,Gerechtigkeitsgasse,58,3012667,1311,OK
Gerechtigkeitsgasse,93,Postgasse,51,3012667,1312,OK
Gerechtigkeitsgasse,94,Gerechtigkeitsgasse,60,3012667,1313,OK
Gerechtigkeitsgasse,95,Gerechtigkeitsgasse,62,3012667,1314,OK
Gerechtigkeitsgasse,95,Postgasse,55,3012667,1315,OK
Gerechtigkeitsgasse,96,Gerechtigkeitsgasse,64,3012667,1316,OK
Gerechtigkeitsgasse,96,Postgasse,57,3012667,1317,OK
Gerechtigkeitsgasse,97,Gerechtigkeitsgasse,66,3012667,1318,OK
Gerechtigkeitsgasse,98,Gerechtigkeitsgasse,68,3012667,1319,OK
Gerechtigkeitsgasse,99,Gerechtigkeitsgasse,70,3012667,1320,OK
Gerechtigkeitsgasse,100,Gerechtigkeitsgasse,72,3012667,1321,OK
Gerechtigkeitsgasse,101,Gerechtigkeitsgasse,74,3012667,1322,OK
Gerechtigkeitsgasse,102,Gerechtigkeitsgasse,76,3012667,1323,OK
Gerechtigkeitsgasse,103,Gerechtigkeitsgasse,78,3012667,1324,OK
Gerechtigkeitsgasse,104,Gerechtigkeitsgasse,80,3012667,1325,OK
Gerechtigkeitsgasse,104,Rathausgasse,1,3012667,1326,OK
Gerechtigkeitsgasse,105,Gerechtigkeitsgasse,81,3012667,1327,OK
Gerechtigkeitsgasse,105,Kreuzgasse,1,3012667,1328,Unbekannte Hausnummer
Gerechtigkeitsgasse,106,Gerechtigkeitsgasse,79,3012667,1329,OK
Gerechtigkeitsgasse,107,Gerechtigkeitsgasse,77,3012667,1330,OK
Gerechtigkeitsgasse,108,Gerechtigkeitsgasse,75,3012667,1331,OK
Gerechtigkeitsgasse,109,Gerechtigkeitsgasse,73,3012667,1332,OK
Gerechtigkeitsgasse,110,Gerechtigkeitsgasse,71,3012667,1333,OK
Gerechtigkeitsgasse,111,Gerechtigkeitsgasse,69,3012667,1334,OK
Gerechtigkeitsgasse,112,Gerechtigkeitsgasse,67,3012667,1335,OK
Gerechtigkeitsgasse,113,Gerechtigkeitsgasse,65,3012667,1336,OK
Gerechtigkeitsgasse,114,Gerechtigkeitsgasse,63,3012667,1337,OK
Gerechtigkeitsgasse,115,Gerechtigkeitsgasse,61,3012667,1338,OK
Gerechtigkeitsgasse,116,Gerechtigkeitsgasse,59,3012667,1339,OK
Gerechtigkeitsgasse,117,Gerechtigkeitsgasse,57,3012667,1340,OK
Gerechtigkeitsgasse,118,Gerechtigkeitsgasse,55,3012667,1341,OK
Gerechtigkeitsgasse,119,Gerechtigkeitsgasse,53,3012667,1342,OK
Gerechtigkeitsgasse,120,Gerechtigkeitsgasse,51,3012667,1343,OK
Gerechtigkeitsgasse,121,Gerechtigkeitsgasse,49,3012667,1344,OK
Gerechtigkeitsgasse,122,Gerechtigkeitsgasse,47,3012667,1345,OK
Gerechtigkeitsgasse,123,Gerechtigkeitsgasse,45,3012667,1346,OK
Gerechtigkeitsgasse,124,Gerechtigkeitsgasse,43,3012667,1347,OK
Gerechtigkeitsgasse,125,Gerechtigkeitsgasse,41,3012667,1348,OK
Gerechtigkeitsgasse,126,Gerechtigkeitsgasse,39,3012667,1349,OK
Gerechtigkeitsgasse,127,Gerechtigkeitsgasse,37,3012667,1350,Unbekannte Hausnummer
Gerechtigkeitsgasse,128,Gerechtigkeitsgasse,35,3012667,1351,OK
Gerechtigkeitsgasse,129,Gerechtigkeitsgasse,33,3012667,1352,OK
Gerechtigkeitsgasse,130,Gerechtigkeitsgasse,31,3012667,1353,OK
Gerechtigkeitsgasse,131,Gerechtigkeitsgasse,29,3012667,1354,OK
Gerechtigkeitsgasse,132,Gerechtigkeitsgasse,27,3012667,1355,OK
Gerechtigkeitsgasse,133,Gerechtigkeitsgasse,25,3012667,1356,OK
Gerechtigkeitsgasse,134,Gerechtigkeitsgasse,23,3012667,1357,OK
Gerechtigkeitsgasse,134,Junkerngasse,18,3012667,1358,OK
Gerechtigkeitsgasse,135,Gerechtigkeitsgasse,21,3012667,1359,OK
Gerechtigkeitsgasse,136,Gerechtigkeitsgasse,19,3012667,1360,OK
Gerechtigkeitsgasse,137,Gerechtigkeitsgasse,17,3012667,1361,OK
Gerechtigkeitsgasse,138,Gerechtigkeitsgasse,15,3012667,1362,OK
Gerechtigkeitsgasse,139,Gerechtigkeitsgasse,13,3012667,1363,OK
Gerechtigkeitsgasse,140,Gerechtigkeitsgasse,11,3012667,1364,OK
Gerechtigkeitsgasse,141,Gerechtigkeitsgasse,9,3012667,1365,OK
Gerechtigkeitsgasse,142,Gerechtigkeitsgasse,7,3012667,1366,OK
Gerechtigkeitsgasse,142,Junkerngasse,8,3012667,1367,OK
Gerechtigkeitsgasse,143,Gerechtigkeitsgasse,5,3012667,1368,OK
Gerechtigkeitsgasse,144,Gerechtigkeitsgasse,3,3012667,1369,OK
Gerechtigkeitsgasse,145,Junkerngasse,4,3012667,1370,OK
Gerechtigkeitsgasse,146a,Gerechtigkeitsgasse,1,3012667,1371,OK
Junkerngasse,146b,Junkerngasse,6,3012667,1372,OK
Junkerngasse,146b,Junkerngasse,10,3012667,1373,OK
Junkerngasse,146c,Junkerngasse,12,3012667,1374,OK
Junkerngasse,146d,Junkerngasse,14,3012667,1375,OK
Junkerngasse,146e,Junkerngasse,16,3012667,1376,OK
Junkerngasse,147a,Junkerngasse,20,3012667,1377,OK
Junkerngasse,147a,Unteres Gerechtigkeitsgässchen,3,3012667,1378,OK
Junkerngasse,147b,Junkerngasse,22,3012667,1379,OK
Junkerngasse,147b,Unteres Gerechtigkeitsgässchen,4,3012667,1380,Unbekannte Hausnummer
Junkerngasse,147d,Junkerngasse,24,3012667,1381,OK
Junkerngasse,148,Junkerngasse,26,3012667,1382,OK
Junkerngasse,149a,Junkerngasse,28,3012667,1383,OK
Junkerngasse,149b,Junkerngasse,30,3012667,1384,OK
Junkerngasse,149b,Oberes Gerechtigkeitsgässchen,3,3012667,1385,Unbekannte Strasse
Junkerngasse,150,Junkerngasse,32,3012667,1386,OK
Junkerngasse,151,Junkerngasse,34,3012667,1387,OK
Junkerngasse,152,Junkerngasse,36,3012667,1388,OK
Junkerngasse,153,Junkerngasse,38,3012667,1389,OK
Junkerngasse,154,Junkerngasse,40,3012667,1390,OK
Junkerngasse,155,Junkerngasse,42,3012667,1391,OK
Junkerngasse,156,Junkerngasse,44,3012667,1392,OK
Junkerngasse,157,Junkerngasse,46,3012667,1393,OK
Junkerngasse,158,Junkerngasse,48,3012667,1394,OK
Junkerngasse,159,Junkerngasse,50,3012667,1395,OK
Junkerngasse,160a,Junkerngasse,52,3012667,1396,OK
Junkerngasse,160b,Junkerngasse,54,3012667,1397,OK
Junkerngasse,161,Junkerngasse,56,3012667,1398,OK
Junkerngasse,162,Junkerngasse,58,3012667,1399,OK
Junkerngasse,162,Kreuzgasse,3,3012667,1400,OK
Junkerngasse,163,Kirchgasse,3,3012667,1401,Unbekannte Strasse
Junkerngasse,164,Junkerngasse,65,3012667,1402,Unbekannte Hausnummer
Junkerngasse,164,Kirchgasse,1,3012667,1403,Unbekannte Strasse
Junkerngasse,165,Junkerngasse,63,3012667,1404,OK
Junkerngasse,165,Badgasse,14,3012667,1405,Unbekannte Hausnummer
Junkerngasse,166,Junkerngasse,61,3012667,1406,OK
Junkerngasse,166,Badgasse,12a,3012667,1407,Unbekannte Hausnummer
Junkerngasse,167,Junkerngasse,59,3012667,1408,OK
Junkerngasse,167,Badgasse,10,3012667,1409,OK
Junkerngasse,168,Junkerngasse,57,3012667,1410,OK
Junkerngasse,168,Junkerngasse,55,3012667,1411,OK
Junkerngasse,170a,Junkerngasse,53,3012667,1412,OK
Junkerngasse,170b,Junkerngasse,53,3012667,1413,OK
Junkerngasse,171,Junkerngasse,51,3012667,1414,OK
Junkerngasse,172,Junkerngasse,49,3012668,1415,OK
Junkerngasse,173,Junkerngasse,47,3012668,1416,OK
Junkerngasse,174,Junkerngasse,45,3012668,1417,OK
Junkerngasse,175,Junkerngasse,45a,3012668,1418,Unbekannte Hausnummer
Junkerngasse,176,Junkerngasse,43,3012668,1419,OK
Junkerngasse,177,Junkerngasse,41,3012668,1420,OK
Junkerngasse,178,Junkerngasse,39,3012668,1421,OK
Junkerngasse,179,Junkerngasse,37,3012668,1422,OK
Junkerngasse,180,Junkerngasse,35,3012668,1423,OK
Junkerngasse,181,Junkerngasse,33,3012668,1424,OK
Junkerngasse,182a,Junkerngasse,31,3012668,1425,OK
Junkerngasse,182b,Junkerngasse,29,3012668,1426,OK
Junkerngasse,183,Junkerngasse,27,3012668,1427,OK
Junkerngasse,184,Junkerngasse,25,3012668,1428,OK
Junkerngasse,185,Junkerngasse,23,3012668,1429,OK
Junkerngasse,186,Junkerngasse,21,3012668,1430,OK
Junkerngasse,187,Junkerngasse,19,3012668,1431,OK
Junkerngasse,188,Junkerngasse,17,3012668,1432,OK
Junkerngasse,189,Junkerngasse,15,3012668,1433,OK
Junkerngasse,190,Junkerngasse,13,3012668,1434,OK
Junkerngasse,191,Junkerngasse,11,3012668,1435,OK
Junkerngasse,192,Junkerngasse,9,3012668,1436,OK
Junkerngasse,193,Junkerngasse,7,3012668,1437,OK
Junkerngasse,194,Junkerngasse,5,3012668,1438,OK
Junkerngasse,195,Junkerngasse,3,3012668,1439,OK
Junkerngasse,196,Junkerngasse,1,3012668,1440,OK
Nydeckgasse,197,Nydeggasse,17,3012668,1441,OK
Nydeckgasse,198,Nydeggasse,15,3012668,1442,OK
Nydeckgasse,199,Nydeggasse,13,3012668,1443,OK
Nydeckgasse,200,Nydeggasse,11,3012668,1444,Unbekannte Hausnummer
Nydeckgasse,201,Nydeggasse,9,3012668,1445,OK
Stalden,205,Nydegghof,23,3012668,1446,Unbekannte Hausnummer
Stalden,206,Stalden,27,3012668,1447,Unbekannte Strasse
Stalden,206,Nydegghof,49,3012668,1448,Unbekannte Hausnummer
Stalden,207,Stalden,25,3012668,1449,Unbekannte Strasse
Stalden,207,Nydegghof,47,3012668,1450,Unbekannte Hausnummer
Stalden,208,Stalden,23,3012668,1451,Unbekannte Strasse
Stalden,208,Nydegghof,45,3012668,1452,Unbekannte Hausnummer
Stalden,209,Stalden,21,3012668,1453,Unbekannte Strasse
Stalden,209,Nydegghof,43,3012668,1454,Unbekannte Hausnummer
Stalden,210,Stalden,19,3012668,1455,Unbekannte Strasse
Stalden,210,Nydegghof,41,3012668,1456,Unbekannte Hausnummer
Stalden,211,Stalden,17,3012668,1457,Unbekannte Strasse
Stalden,211,Nydegghof,39,3012668,1458,Unbekannte Hausnummer
Stalden,212,Stalden,15,3012668,1459,Unbekannte Strasse
Stalden,212,Nydegghof,37,3012668,1460,Unbekannte Hausnummer
Stalden,213,Stalden,13,3012668,1461,Unbekannte Strasse
Stalden,213,Nydegghof,35,3012668,1462,Unbekannte Hausnummer
Stalden,214,Stalden,11,3012668,1463,Unbekannte Strasse
Stalden,214,Nydegghof,33,3012668,1464,Unbekannte Hausnummer
Stalden,215,Stalden,9,3012668,1465,Unbekannte Strasse
Stalden,216,Stalden,7,3012668,1466,Unbekannte Strasse
Stalden,216,Nydegghof,31,3012668,1467,Unbekannte Hausnummer
Stalden,217,Stalden,5,3012668,1468,Unbekannte Strasse
Stalden,217,Nydegghof,29,3012668,1469,Unbekannte Hausnummer
Stalden,218,Stalden,3,3012668,1470,Unbekannte Strasse
Stalden,218,Nydegghof,27,3012668,1471,Unbekannte Hausnummer
Stalden,219,Stalden,1,3012668,1472,Unbekannte Strasse
Stalden,219,Nydegghof,26,3012668,1473,Unbekannte Hausnummer
Stalden,220,Mattenenge,2,3012668,1474,OK
Stalden,221,Mattenenge,4,3012668,1475,OK
Stalden,221,Nydegghof,21,3012668,1476,Unbekannte Hausnummer
Stalden,222,Läuferplatz,7,3012668,1477,OK
Stalden,223,Läuferplatz,5,3012668,1478,OK
Stalden,224,Läuferplatz,3,3012668,1479,Unbekannte Hausnummer
Stalden,225,Läuferplatz,1,3012668,1480,Unbekannte Hausnummer
Stalden,227a,Läuferplatz,4,3012668,1481,Unbekannte Hausnummer
Stalden,227a,Läuferplatz,6,3012668,1482,OK
Stalden,227b,Läuferplatz,8,3012668,1483,OK
Stalden,228,Langmauerweg,6,3012668,1484,OK
Stalden,229,Nydeggasse,6,3012668,1485,OK
Stalden,229,Nydegghof,2,3012668,1486,OK
Stalden,230,Langmauerweg,12,3012668,1487,OK
Stalden,231,Nydeggasse,1,3012668,1488,OK
Stalden,232,Nydeggasse,2,3012668,1489,OK
In der Enge,1,Mattenenge,6,3012668,1490,OK
In der Enge,1,Nydegghof,19,3012668,1491,Unbekannte Hausnummer
In der Enge,2,Mattenenge,8,3012668,1492,OK
In der Enge,2,Nydegghof,17,3012668,1493,Unbekannte Hausnummer
In der Enge,3,Mattenenge,10,3012668,1494,OK
In der Enge,3,Nydegghof,15,3012668,1495,Unbekannte Hausnummer
In der Enge,4,Mattenenge,12,3012668,1496,Unbekannte Hausnummer
In der Enge,4,Nydegghof,13,3012668,1497,Unbekannte Hausnummer
In der Enge,5,Mattenenge,14,3012668,1498,Unbekannte Hausnummer
In der Enge,5,Nydegghof,11,3012668,1499,Unbekannte Hausnummer
In der Enge,6,Mattenenge,16,3012668,1500,Unbekannte Hausnummer
In der Enge,6,Nydegghof,9,3012668,1501,Unbekannte Hausnummer
In der Enge,7,Mattenenge,18,3012669,1502,Unbekannte Hausnummer
In der Enge,7,Nydegghof,7,3012669,1503,Unbekannte Hausnummer
In der Enge,8,Mattenenge,20,3012669,1504,Unbekannte Hausnummer
In der Enge,8,Nydegghof,5,3012669,1505,Unbekannte Hausnummer
In der Enge,9a,Mattenenge,22,3012669,1506,Unbekannte Hausnummer
In der Enge,9a,Nydegghof,3,3012669,1507,Unbekannte Hausnummer
In der Enge,9c,Nydegghof,1,3012669,1508,Unbekannte Hausnummer
In der Enge,9b,Mattenenge,24,3012669,1509,Unbekannte Hausnummer
Gerbernlaube,10,Gerberngasse,4,3012669,1510,OK
Gerbernlaube,11,Gerberngasse,6,3012669,1511,Unbekannte Hausnummer
Gerbernlaube,11,Gerberngasse,6a,3012669,1512,Unbekannte Hausnummer
Gerbernlaube,12,Gerberngasse,8,3012669,1513,OK
Gerbernlaube,12,Gerberngasse,8a,3012669,1514,Unbekannte Hausnummer
Gerbernlaube,13a,Gerberngasse,10,3012669,1515,OK
Gerbernlaube,13a,Gerberngasse,10a,3012669,1516,Unbekannte Hausnummer
Gerbernlaube,13b,Gerberngasse,12,3012669,1517,OK
Gerbernlaube,13c,Gerberngasse,12a,3012669,1518,OK
Gerbernlaube,13a,Gerberngasse,14,3012669,1519,OK
Gerbernlaube,13b,Gerberngasse,14a,3012669,1520,OK
Gerbernlaube,15,Gerberngasse,16,3012669,1521,OK
Gerbernlaube,15,Gerberngasse,16a,3012669,1522,OK
Gerbernlaube,16,Gerberngasse,18,3012669,1523,OK
Gerbernlaube,17a,Gerberngasse,20,3012669,1524,OK
Gerbernlaube,17b,Gerberngasse,20a,3012669,1525,Unbekannte Hausnummer
Gerbernlaube,18,Gerberngasse,22,3012669,1526,OK
Gerbernlaube,18b,Nydeggtreppe,7,3012669,1527,Unbekannte Hausnummer
Gerbernlaube,18b,Nydeggtreppe,7a,3012669,1528,Unbekannte Hausnummer
Gerbernlaube,18c,Nydeggtreppe,5,3012669,1529,Unbekannte Hausnummer
Gerbernlaube,18d,Nydeggtreppe,3,3012669,1530,Unbekannte Hausnummer
Gerbernlaube,19,Gerberngasse,24,3012669,1531,OK
Gerbernlaube,20a,Gerberngasse,26,3012669,1532,OK
Gerbernlaube,20b,Gerberngasse,26a,3012669,1533,Unbekannte Hausnummer
Müllerlaube,21a,Gerberngasse,30,3012669,1534,Unbekannte Hausnummer
Müllerlaube,21b,Gerberngasse,30a,3012669,1535,OK
Müllerlaube,21c,Gerberngasse,30b,3012669,1536,Unbekannte Hausnummer
Müllerlaube,22a,Gerberngasse,36,3012669,1537,OK
Müllerlaube,22b,Gerberngasse,29,3012669,1538,OK
Müllerlaube,22c,Gerberngasse,25,3012669,1539,Unbekannte Hausnummer
Müllerlaube,22d,Gerberngasse,34,3012669,1540,OK
Müllerlaube,23,Gerberngasse,38,3012669,1541,OK
Müllerlaube,24,Gerberngasse,38,3012669,1542,OK
Müllerlaube,25,Gerberngasse,40,3012669,1543,Unbekannte Hausnummer
Müllerlaube,26,Gerberngasse,42,3012669,1544,OK
Müllerlaube,27,Gerberngasse,42,3012669,1545,OK
Müllerlaube,28,Gerberngasse,44,3012669,1546,OK
Müllerlaube,29,Gerberngasse,46,3012669,1547,OK
Müllerlaube,30,Gerberngasse,48,3012669,1548,OK
Müllerlaube,31,Mühlenplatz,2,3012669,1549,OK
Müllerlaube,32,Mühlenplatz,4,3012669,1550,OK
Müllerlaube,33,Mühlenplatz,6,3012669,1551,OK
Müllerlaube,34,Mühlenplatz,6,3012669,1552,OK
Müllerlaube,35,Mühlenplatz,8,3012669,1553,OK
Müllerlaube,36,Mühlenplatz,10,3012669,1554,OK
Müllerlaube,37,Mühlenplatz,12,3012669,1555,OK
Müllerlaube,38,Mühlenplatz,14,3012669,1556,OK
Müllerlaube,39a,Schifflaube,2,3012669,1557,OK
Müllerlaube,39b,Schifflaube,2a,3012669,1558,OK
Müllerlaube,39c,Schifflaube,2c,3012669,1559,Unbekannte Hausnummer
Müllerlaube,39d,Schifflaube,2b,3012669,1560,OK
Müllerlaube,41g,Schifflaube,8,3012669,1561,OK
Müllerlaube,42a,Schifflaube,10,3012669,1562,Unbekannte Hausnummer
Schifflaube,42c,Schifflaube,16,3012669,1563,OK
Schifflaube,42c,Schifflaube,16a,3012669,1564,OK
Schifflaube,42c,Schifflaube,16b,3012669,1565,OK
Schifflaube,42d,Schifflaube,12,3012669,1566,OK
Schifflaube,43,Schifflaube,18,3012669,1567,OK
Schifflaube,44,Schifflaube,20,3012669,1568,OK
Schifflaube,45,Schifflaube,22,3012669,1569,OK
Schifflaube,46,Schifflaube,24,3012669,1570,OK
Schifflaube,47,Schifflaube,26,3012669,1571,OK
Schifflaube,48,Schifflaube,28,3012669,1572,OK
Schifflaube,49,Schifflaube,30,3012669,1573,OK
Schifflaube,50,Schifflaube,32,3012669,1574,OK
Schifflaube,51,Schifflaube,34,3012669,1575,OK
Schifflaube,51b,Schifflaube,36,3012669,1576,OK
Schifflaube,52,Schifflaube,38,3012669,1577,OK
Schifflaube,52b,Bubenbergrain,11,3012669,1578,OK
Schifflaube,53,Schifflaube,40,3012669,1579,OK
Schifflaube,54,Schifflaube,42,3012669,1580,OK
Schifflaube,55,Schifflaube,44,3012669,1581,OK
Schifflaube,56a,Schifflaube,46,3012669,1582,OK
Schifflaube,56b,Schifflaube,46a,3012669,1583,Unbekannte Hausnummer
