Strasse,Hausnummer,PLZ,Ort,EGID,Breitengrad,Längengrad,Bau,Abbruch
Brückfeldstrasse,24,3012,Bern,1231757,46.9566381,7.4357407,,
Brückfeldstrasse,25,3012,Bern,1231822,46.9565737,7.4353719,,
Brückfeldstrasse,25a,3012,Bern,504013150,46.9564601,7.4351512,1989,
Brückfeldstrasse,26,3012,Bern,1231719,46.9567113,7.4356616,,
Brückfeldstrasse,27,3012,Bern,1231823,46.9567447,7.4351862,,
Brückfeldstrasse,28,3012,Bern,1231720,46.9568851,7.4354379,,
Brückfeldstrasse,29,3012,Bern,1231824,46.9568045,7.4351255,,
Brückfeldstrasse,30,3012,Bern,1231721,46.9569440,7.4353744,,
Brückfeldstrasse,31,3012,Bern,1231825,46.9568559,7.4350719,,
Brückfeldstrasse,32,3012,Bern,1231722,46.9569947,7.4353207,,
Brückfeldstrasse,33,3012,Bern,1231826,46.9569176,7.4350066,,
Brückfeldstrasse,34,3012,Bern,1231723,46.9570535,7.4352581,,
Brückfeldstrasse,35,3012,Bern,1231767,46.9570999,7.4347486,,
Brückfeldstrasse,36,3012,Bern,1231724,46.9572451,7.4349784,,
Brückfeldstrasse,37,3012,Bern,1231768,46.9572225,7.4345830,,
Brückfeldstrasse,38,3012,Bern,1231725,46.9573966,7.4347701,,
Brückfeldstrasse,39,3012,Bern,1231769,46.9573427,7.4344195,,
Brückfeldstrasse,40,3012,Bern,1231726,46.9575283,7.4345944,,
Brückfeldstrasse,41,3012,Bern,1231770,46.9574355,7.4342925,,
Brückfeldstrasse,42,3012,Bern,1231727,46.9576594,7.4344199,,
Brückfeldstrasse,43,3012,Bern,1231771,46.9575326,7.4341602,,
Brügglerweg,1,3006,Bern,1238337,46.9479537,7.4607210,,
Brügglerweg,5,3006,Bern,504013149,46.9477934,7.4608936,1952,
Brügglerweg,7,3006,Bern,1238338,46.9479500,7.4611148,,
Brügglerweg,9,3006,Bern,1238339,46.9480654,7.4612874,,
Brügglerweg,11,3006,Bern,1238340,46.9482730,7.4615736,,
Brügglerweg,19,3006,Bern,1238341,46.9486960,7.4621818,,
Brügglerweg,20,3006,Bern,1238521,46.9486618,7.4624707,,
Brügglerweg,22,3006,Bern,1238522,46.9488117,7.4626995,,
Brügglerweg,24,3006,Bern,1238523,46.9487554,7.4628280,,
Brünigweg,7,3008,Bern,1233477,46.9372723,7.4234545,,
Brünigweg,9,3008,Bern,1233478,46.9372227,7.4234080,,
Brünigweg,11,3008,Bern,1233479,46.9371747,7.4233626,,
Brünigweg,15,3008,Bern,1233480,46.9369897,7.4231844,,
Brünigweg,17,3008,Bern,1233481,46.9369406,7.4231382,,
Brünigweg,19,3008,Bern,1233482,46.9368920,7.4230928,,
Brünigweg,21,3008,Bern,1233483,46.9368429,7.4230479,,
Brünigweg,22,3008,Bern,1233484,46.9369415,7.4227179,,
Brünigweg,23,3008,Bern,1233485,46.9367338,7.4229456,,
Brünigweg,25,3008,Bern,1233486,46.9366842,7.4228982,,
Brünigweg,26,3008,Bern,1233487,46.9367265,7.4226323,,
Brünigweg,27,3008,Bern,1233488,46.9366362,7.4228524,,
Brünigweg,28,3008,Bern,1233489,46.9367411,7.4225991,,
Brünigweg,29,3008,Bern,1233490,46.9365871,7.4228075,,
Brünnackerstrasse,9,3018,Bern,1242398,46.9388592,7.3843822,,
Brünnackerstrasse,9a,3018,Bern,504013139,46.9388046,7.3845273,1997,
Brünnackerstrasse,11,3018,Bern,1242399,46.9388397,7.3843160,,
Brünnackerstrasse,13,3018,Bern,1242400,46.9388193,7.3842560,,
Brünnackerstrasse,15,3018,Bern,1242401,46.9388013,7.3841920,,
Brünnackerstrasse,15a,3018,Bern,504013148,46.9386811,7.3843068,1997,
Brünnackerstrasse,17,3018,Bern,1242402,46.9387833,7.3841284,,
Brünnackerstrasse,19,3018,Bern,1242403,46.9387647,7.3840657,,
Brünnackerstrasse,19a,3018,Bern,504013147,46.9386177,7.3841963,1997,
Brünnackerstrasse,21,3018,Bern,1242404,46.9387077,7.3839032,,
Brünnackerstrasse,21a,3018,Bern,504013146,46.9385190,7.3840132,1997,
Brünnackerstrasse,23,3018,Bern,1242405,46.9386859,7.3838425,,
Brünnackerstrasse,25,3018,Bern,1242406,46.9386636,7.3837827,,
Brünnackerstrasse,25a,3018,Bern,504013145,46.9384700,7.3838950,1997,
Brünnackerstrasse,27,3018,Bern,1242407,46.9386424,7.3837175,,
Brünnackerstrasse,29,3018,Bern,1242408,46.9386188,7.3836595,,
Brünnackerstrasse,31,3018,Bern,1242419,46.9385952,7.3835997,,
Brünnackerstrasse,31a,3018,Bern,504013144,46.9384195,7.3837763,1997,
Brünnackerstrasse,33,3018,Bern,1242420,46.9385277,7.3834443,,
Brünnackerstrasse,35,3018,Bern,1242421,46.9384998,7.3833883,,
Brünnackerstrasse,35a,3018,Bern,504013143,46.9383452,7.3835970,1997,
Brünnackerstrasse,37,3018,Bern,1242422,46.9384714,7.3833323,,
Brünnackerstrasse,39,3018,Bern,1242423,46.9384420,7.3832764,,
Brünnackerstrasse,39a,3018,Bern,504013142,46.9382933,7.3834823,1997,
Brünnackerstrasse,41,3018,Bern,1242424,46.9384126,7.3832226,,
Brünnackerstrasse,43,3018,Bern,1242425,46.9383831,7.3831688,,
Brünnackerstrasse,43a,3018,Bern,504013141,46.9384531,7.3829939,1920,
Brünnackerstrasse,43b,3018,Bern,504013140,46.9382446,7.3833686,1997,
Brünnenstrasse,4,3027,Bern,1244009,46.9473942,7.3799943,,
Brünnenstrasse,4a,3027,Bern,504013126,46.9472971,7.3796495,1850,
Brünnenstrasse,8,3027,Bern,504013122,46.9469136,7.3799701,1900,
Brünnenstrasse,8b,3027,Bern,504013117,46.9467803,7.3803969,1900,
Brünnenstrasse,10,3027,Bern,1244010,46.9465811,7.3802349,,
Brünnenstrasse,12,3027,Bern,504013135,46.9464773,7.3806485,2002,
Brünnenstrasse,15,3027,Bern,2242327,46.9462642,7.3818357,1971,
Brünnenstrasse,15a,3027,Bern,191881445,46.9465337,7.3817432,2020-08,
Brünnenstrasse,15b,3027,Bern,191881444,46.9466455,7.3822573,2020-08,
Brünnenstrasse,15c,3027,Bern,191839754,46.9468036,7.3818919,,2020
Brünnenstrasse,15c,3027,Bern,191881448,46.9464095,7.3822769,2020-08,
Brünnenstrasse,15d,3027,Bern,191839755,46.9466292,7.3820783,,2020
Brünnenstrasse,15e,3027,Bern,191839758,46.9464695,7.3822474,,2020
Brünnenstrasse,15f,3027,Bern,191839757,46.9463022,7.3823975,,2020
Brünnenstrasse,19,3027,Bern,1244011,46.9459126,7.3818521,,
Brünnenstrasse,21,3027,Bern,1244012,46.9459885,7.3819844,,
Brünnenstrasse,26,3027,Bern,1244000,46.9453505,7.3823258,,
Brünnenstrasse,26a,3027,Bern,504013132,46.9453050,7.3824397,2007,
Brünnenstrasse,26b,3027,Bern,504013131,46.9452403,7.3825765,,
Brünnenstrasse,28,3027,Bern,1244001,,,,2000
Brünnenstrasse,31,3027,Bern,190205039,46.9455652,7.3829304,1920,
Brünnenstrasse,31a,3027,Bern,504013130,46.9455864,7.3850206,1956,
Brünnenstrasse,31b,3027,Bern,504013129,46.9455055,7.3847928,1977,
Brünnenstrasse,31g,3027,Bern,504013128,46.9460868,7.3842482,1952,
Brünnenstrasse,33,3018,Bern,504009482,46.9451171,7.3832430,,
Brünnenstrasse,34,3018,Bern,1242785,46.9449693,7.3830994,,
Brünnenstrasse,34a,3018,Bern,1242786,46.9449968,7.3828805,,
Brünnenstrasse,34b,3018,Bern,504013127,46.9448745,7.3832393,1966,
Brünnenstrasse,35,3018,Bern,1242971,46.9450294,7.3837599,,
Brünnenstrasse,35a,3018,Bern,504009481,46.9449878,7.3841805,1964,
Brünnenstrasse,37,3018,Bern,1242972,46.9449364,7.3839272,,
Brünnenstrasse,38,3018,Bern,1242787,46.9448135,7.3833813,,
Brünnenstrasse,39,3018,Bern,1242973,46.9448522,7.3840868,,
Brünnenstrasse,40,3018,Bern,1242688,46.9444892,7.3837840,,
Brünnenstrasse,41,3018,Bern,1242974,46.9447683,7.3842402,,
Brünnenstrasse,43,3018,Bern,1242975,46.9450079,7.3845555,,
Brünnenstrasse,43a,3018,Bern,1242976,46.9450970,7.3843918,,
Brünnenstrasse,45,3018,Bern,1242977,46.9444288,7.3847008,,
Brünnenstrasse,45a,3018,Bern,1242978,46.9444977,7.3844810,,
Brünnenstrasse,47,3018,Bern,1242962,46.9446478,7.3849435,,
Brünnenstrasse,47a,3018,Bern,1242963,46.9447183,7.3847283,,
Brünnenstrasse,49,3018,Bern,1242964,46.9448708,7.3851781,,
Brünnenstrasse,49a,3018,Bern,1242965,46.9449355,7.3849723,,
Brünnenstrasse,50,3018,Bern,1242689,46.9442111,7.3844167,,
Brünnenstrasse,51,3018,Bern,1242966,46.9451440,7.3854800,,
Brünnenstrasse,51a,3018,Bern,1242967,46.9452030,7.3852715,,
Brünnenstrasse,52,3018,Bern,1242690,46.9440686,7.3846782,,
Brünnenstrasse,52a,3018,Bern,504013125,46.9439639,7.3844864,1956,
Brünnenstrasse,53,3018,Bern,1242968,46.9441709,7.3849899,,
Brünnenstrasse,53a,3018,Bern,2242340,46.9441152,7.3851521,1949,
Brünnenstrasse,55,3018,Bern,1242969,46.9444363,7.3853061,,
Brünnenstrasse,56,3018,Bern,2247725,46.9439502,7.3848833,,
Brünnenstrasse,56a,3018,Bern,504009480,46.9438719,7.3847909,,
Brünnenstrasse,57,3018,Bern,1242970,46.9445856,7.3854516,,
Brünnenstrasse,58,3018,Bern,1242691,46.9438372,7.3850949,,
Brünnenstrasse,59,3018,Bern,1242933,46.9447959,7.3856859,,
Brünnenstrasse,59a,3018,Bern,504013124,46.9449354,7.3857464,1950,
Brünnenstrasse,60,3018,Bern,1242692,46.9436177,7.3855131,,
Brünnenstrasse,61,3018,Bern,1242934,46.9440720,7.3854441,,
Brünnenstrasse,61a,3018,Bern,2242342,46.9440807,7.3852183,1949,
Brünnenstrasse,62,3018,Bern,1242693,46.9435274,7.3856845,,
Brünnenstrasse,63,3018,Bern,1242935,46.9442911,7.3856792,,
Brünnenstrasse,64,3018,Bern,1242694,46.9434389,7.3858454,,
Brünnenstrasse,65,3018,Bern,1242936,46.9445025,7.3859116,,
Brünnenstrasse,66,3018,Bern,2242343,46.9431612,7.3862945,1929,
Brünnenstrasse,66a,3018,Bern,504009479,46.9430601,7.3857204,,
Brünnenstrasse,67,3018,Bern,1242937,46.9438942,7.3857451,,
Brünnenstrasse,67a,3018,Bern,1242938,46.9438601,7.3858143,,
Brünnenstrasse,67b,3018,Bern,1242939,46.9438286,7.3858798,,
Brünnenstrasse,67c,3018,Bern,1242940,46.9437945,7.3859506,,
Brünnenstrasse,69,3018,Bern,1242941,46.9441289,7.3860149,,
Brünnenstrasse,69a,3018,Bern,1242942,46.9440991,7.3860843,,
Brünnenstrasse,69b,3018,Bern,1242943,46.9440722,7.3861523,,
Brünnenstrasse,69c,3018,Bern,1242944,46.9440465,7.3862204,,
Brünnenstrasse,69d,3018,Bern,504013123,46.9439960,7.3858503,1993,
Brünnenstrasse,71,3018,Bern,1242945,46.9443605,7.3862747,,
Brünnenstrasse,71a,3018,Bern,1242946,46.9443326,7.3863486,,
Brünnenstrasse,71b,3018,Bern,1242947,46.9443080,7.3864154,,
Brünnenstrasse,71c,3018,Bern,1242948,46.9442821,7.3864902,,
Brünnenstrasse,73,3018,Bern,1242949,46.9436083,7.3863383,,
Brünnenstrasse,73a,3018,Bern,1242950,46.9436415,7.3862659,,
Brünnenstrasse,73b,3018,Bern,1242951,46.9436725,7.3861992,,
Brünnenstrasse,73c,3018,Bern,1242952,46.9437089,7.3861314,,
Brünnenstrasse,75,3018,Bern,1242953,46.9438619,7.3866211,,
Brünnenstrasse,75a,3018,Bern,1242954,46.9438933,7.3865471,,
Brünnenstrasse,75b,3018,Bern,1242955,46.9439217,7.3864813,,
Brünnenstrasse,75c,3018,Bern,1242956,46.9439540,7.3864058,,
Brünnenstrasse,77,3018,Bern,1242957,46.9441137,7.3868976,,
Brünnenstrasse,77a,3018,Bern,1242958,46.9441408,7.3868233,,
Brünnenstrasse,77b,3018,Bern,1242959,46.9441688,7.3867551,,
Brünnenstrasse,77c,3018,Bern,1242960,46.9441986,7.3866815,,
Brünnenstrasse,79,3018,Bern,1242898,46.9433870,7.3864656,,
Brünnenstrasse,80,3018,Bern,1242695,46.9429662,7.3869101,,
Brünnenstrasse,80a,3018,Bern,504009478,46.9428263,7.3867888,,
Brünnenstrasse,81,3018,Bern,1242899,46.9434901,7.3865769,,
Brünnenstrasse,82,3018,Bern,1242807,46.9428344,7.3873533,,
Brünnenstrasse,82a,3018,Bern,504013121,46.9426769,7.3873445,1920,
Brünnenstrasse,82b,3018,Bern,504013120,46.9426478,7.3871482,1933,
Brünnenstrasse,83,3018,Bern,1242900,46.9437581,7.3868585,,
Brünnenstrasse,83a,3018,Bern,1242901,46.9437236,7.3869347,,
Brünnenstrasse,83b,3018,Bern,1242902,46.9436948,7.3870020,,
Brünnenstrasse,83c,3018,Bern,1242903,46.9436664,7.3870687,,
Brünnenstrasse,83d,3018,Bern,1242904,46.9436320,7.3871393,,
Brünnenstrasse,84,3018,Bern,1242808,46.9427776,7.3875686,,
Brünnenstrasse,85,3018,Bern,1242905,46.9440137,7.3871520,,
Brünnenstrasse,85a,3018,Bern,1242906,46.9439841,7.3872235,,
Brünnenstrasse,85b,3018,Bern,1242907,46.9439575,7.3872920,,
Brünnenstrasse,85c,3018,Bern,1242908,46.9439300,7.3873598,,
Brünnenstrasse,85d,3018,Bern,1242909,46.9438996,7.3874389,,
Brünnenstrasse,86,3018,Bern,1242809,46.9427014,7.3877763,1918,
Brünnenstrasse,86a,3018,Bern,504013119,46.9426823,7.3876494,1964,
Brünnenstrasse,87,3018,Bern,1242910,46.9433670,7.3868269,,
Brünnenstrasse,88,3018,Bern,190057825,46.9425910,7.3881052,2004,
Brünnenstrasse,88a,3018,Bern,504013118,46.9424348,7.3878734,1920,
Brünnenstrasse,89,3018,Bern,1242911,46.9433166,7.3869338,,
Brünnenstrasse,90,3018,Bern,1242810,46.9424504,7.3883952,,
Brünnenstrasse,92,3018,Bern,1242811,46.9422459,7.3884752,,
Brünnenstrasse,92a,3018,Bern,1242812,46.9422066,7.3885663,,
Brünnenstrasse,94,3018,Bern,1242813,46.9420533,7.3883313,,
Brünnenstrasse,94a,3018,Bern,1242814,46.9420296,7.3884093,,
Brünnenstrasse,96,3018,Bern,1242815,46.9423912,7.3887809,,
Brünnenstrasse,96a,3018,Bern,504013116,46.9422812,7.3887958,1909,
Brünnenstrasse,97,3018,Bern,1242862,46.9425223,7.3891361,1910,
Brünnenstrasse,97a,3018,Bern,504013115,46.9426318,7.3891167,2001,
Brünnenstrasse,98,3018,Bern,1242816,46.9423064,7.3890169,,
Brünnenstrasse,101,3018,Bern,1242241,46.9423689,7.3894419,,
Brünnenstrasse,101p,3018,Bern,504013138,46.9424603,7.3896037,1989,
Brünnenstrasse,102,3018,Bern,1242242,46.9421986,7.3893743,,
Brünnenstrasse,103,3018,Bern,1242243,46.9422963,7.3897544,,
Brünnenstrasse,104,3018,Bern,1242244,46.9421327,7.3895787,,
Brünnenstrasse,105,3018,Bern,1242245,46.9422299,7.3899637,,
Brünnenstrasse,106,3018,Bern,1242250,46.9420742,7.3897798,,
Brünnenstrasse,106a,3018,Bern,1242251,46.9420130,7.3899707,,
Brünnenstrasse,108,3018,Bern,1242261,46.9419503,7.3901607,,
Brünnenstrasse,109a,3018,Bern,2247497,46.9419217,7.3909708,,
Brünnenstrasse,110,3018,Bern,1242252,46.9418777,7.3903595,,
Brünnenstrasse,111,3018,Bern,1242198,46.9418983,7.3911093,,
Brünnenstrasse,111a,3018,Bern,2242349,46.9420255,7.3911674,1926,
Brünnenstrasse,113,3018,Bern,1242199,46.9418664,7.3912265,,
Brünnenstrasse,114,3018,Bern,1242200,46.9417013,7.3910705,,
Brünnenstrasse,115,3018,Bern,1242201,46.9418003,7.3915293,1906,
Brünnenstrasse,116,3018,Bern,504009483,46.9414656,7.3914367,,
Brünnenstrasse,117,3018,Bern,1242202,46.9418464,7.3918240,,
Brünnenstrasse,117a,3018,Bern,504013137,46.9417125,7.3918663,1937,
Brünnenstrasse,118,3018,Bern,11514073,46.9414897,7.3915731,,
Brünnenstrasse,119,3018,Bern,1242203,46.9417715,7.3920592,1905,
Brünnenstrasse,119a,3018,Bern,504013136,46.9417015,7.3919092,1959,
Brünnenstrasse,120,3018,Bern,11514073,46.9412888,7.3915941,,
Brünnenstrasse,121,3018,Bern,1242204,46.9415985,7.3922468,1910,
Brünnenstrasse,121a,3018,Bern,504013134,46.9416830,7.3923716,1950,
Brünnenstrasse,122,3018,Bern,11514073,46.9411888,7.3915297,,
Brünnenstrasse,123,3018,Bern,2242355,46.9415499,7.3925727,1912,
Brünnenstrasse,123a,3018,Bern,504013133,46.9417055,7.3925381,1928,
Brünnenstrasse,124,3018,Bern,11514073,46.9410786,7.3914624,,
Brünnenstrasse,126,3018,Bern,11514073,46.9412940,7.3922035,,
Bubenbergplatz,1,3011,Bern,2247293,,,,2007
Bubenbergplatz,3,3011,Bern,2242420,46.9471826,7.4404355,1900,
Bubenbergplatz,3a,3011,Bern,504009477,46.9472844,7.4402793,2008,
Bubenbergplatz,4a,3011,Bern,1230771,46.9485746,7.4390958,,
Bubenbergplatz,4b,3011,Bern,1230772,46.9481715,7.4385588,,
Bubenbergplatz,4c,3011,Bern,504009476,46.9481134,7.4387164,,
Bubenbergplatz,4p,3011,Bern,504013114,46.9475607,7.4388563,1910,
Bubenbergplatz,4r,3011,Bern,504013113,46.9475697,7.4389089,1930,
Bubenbergplatz,5,3011,Bern,1230640,46.9472795,7.4399952,,
Bubenbergplatz,5a,3011,Bern,2242423,46.9471222,7.4400724,1952,
Bubenbergplatz,7,3011,Bern,1230641,46.9472816,7.4397597,,
Bubenbergplatz,8,3011,Bern,2242425,46.9474738,7.4381926,1965,
Bubenbergplatz,8a,3011,Bern,504009475,46.9476071,7.4386204,,
Bubenbergplatz,8z,3011,Bern,504013112,46.9475070,7.4385015,,
Bubenbergplatz,9,3011,Bern,1230642,46.9472650,7.4395785,,
Bubenbergplatz,9a,3011,Bern,504009474,46.9473484,7.4396675,2008,
Bubenbergplatz,9z,3011,Bern,1230642,46.9472635,7.4395792,,
Bubenbergplatz,10,3011,Bern,2242427,46.9474073,7.4379106,1977,
Bubenbergplatz,11,3011,Bern,2242428,46.9472018,7.4393459,1961,
Bubenbergplatz,12,3011,Bern,2242427,46.9473792,7.4377472,1977,
Bubenbergplatz,15,3011,Bern,1230649,46.9471593,7.4390820,,
Bubenbergplatz,17,3011,Bern,2245679,46.9470905,7.4385800,1953,
Bubenbergrain,1,3011,Bern,190786789,46.9472693,7.4540110,,
Bubenbergrain,11,3011,Bern,504009473,46.9467147,7.4538690,1937,
Bubenbergrain,15,3011,Bern,1230020,46.9468806,7.4534241,,
Bubenbergrain,15a,3011,Bern,504013111,46.9465491,7.4536740,1800,
Bubenbergrain,17,3011,Bern,1230021,46.9468293,7.4532783,1967,
Bubenbergrain,21,3011,Bern,1230022,46.9466955,7.4531059,,
Bubenbergrain,23,3011,Bern,1230023,46.9466068,7.4529872,1951,
Buchdruckerweg,8,3018,Bern,1242154,46.9424920,7.3914174,,
Buchdruckerweg,8a,3018,Bern,504013105,46.9425337,7.3912886,1957,
Buchdruckerweg,10,3018,Bern,1242155,46.9424642,7.3915428,,
Buchdruckerweg,16,3018,Bern,504013110,46.9422827,7.3921268,1973,
Buchdruckerweg,18,3018,Bern,1242134,46.9422316,7.3922967,,
Buchdruckerweg,19,3018,Bern,1242135,46.9424322,7.3923629,,
Buchdruckerweg,19a,3018,Bern,504013109,46.9424361,7.3922292,1957,
Buchdruckerweg,20,3018,Bern,1242136,46.9421271,7.3927390,,2021
Buchdruckerweg,20a,3018,Bern,191950600,46.9421427,7.3927292,2022-08,
Buchdruckerweg,20a,3018,Bern,504013108,46.9420664,7.3925321,1958,2022
Buchdruckerweg,20b,3018,Bern,191991076,46.9421192,7.3928130,2022-08,
Buchdruckerweg,20c,3018,Bern,191991078,46.9421061,7.3928603,2022-08,
Buchdruckerweg,21,3018,Bern,1242137,46.9424123,7.3927006,,
Buchdruckerweg,21a,3018,Bern,504013107,46.9423029,7.3928152,1953,
Buchdruckerweg,23,3018,Bern,1242138,46.9422598,7.3930708,,
Buchdruckerweg,23a,3018,Bern,504013106,46.9423196,7.3932431,1950,
Buchenweg,8,3012,Bern,1232747,46.9551535,7.4252523,,
Buchenweg,10,3012,Bern,1232748,46.9552175,7.4250935,,
Buchenweg,10a,3012,Bern,504009472,46.9551260,7.4250164,1975,
Buchenweg,12,3012,Bern,1232749,46.9552915,7.4249172,,
Buchenweg,16,3012,Bern,1232750,46.9553623,7.4247424,,
Buchenweg,18,3012,Bern,1232751,46.9554029,7.4246479,,
Buchenweg,20,3012,Bern,1232752,46.9554632,7.4245004,,
Buchenweg,22,3012,Bern,1232753,46.9555071,7.4243874,,
Buchenweg,24,3012,Bern,1232754,46.9555675,7.4242399,,
Buchserstrasse,1,3006,Bern,2242436,46.9433883,7.4705463,1968,
Buchserstrasse,2,3006,Bern,1237716,46.9433138,7.4700602,,
Buchserstrasse,3,3006,Bern,1237708,46.9434143,7.4707085,,
Buchserstrasse,4,3006,Bern,1237717,46.9432123,7.4701882,,
Buchserstrasse,18,3006,Bern,1237415,46.9429610,7.4719739,,
Buchserstrasse,18a,3006,Bern,1237416,46.9427185,7.4719785,,
Buchserstrasse,20,3006,Bern,1237417,46.9429077,7.4722778,,
Buchserstrasse,22,3006,Bern,1237418,46.9429320,7.4725593,,
Buchserstrasse,22a,3006,Bern,504013104,46.9428980,7.4726953,1966,
Buchserstrasse,25,3006,Bern,504013103,46.9434362,7.4752332,1994,
Buchserstrasse,26,3006,Bern,2242438,46.9430731,7.4739554,1700,
Buchserstrasse,30,3006,Bern,1237680,46.9426822,7.4740191,1960,
Buchserstrasse,30a,3006,Bern,504009471,46.9431358,7.4742255,1998,
Buchserstrasse,30b,3006,Bern,504013102,46.9422258,7.4741051,,
Buchserstrasse,30c,3006,Bern,504009470,46.9429499,7.4748264,,
Buchserstrasse,42,3006,Bern,1237619,46.9431902,7.4750786,,
Buchserstrasse,42a,3006,Bern,504013101,46.9432173,7.4749982,1952,
Buchserstrasse,44,3006,Bern,1237620,46.9432335,7.4754239,,
Buchserstrasse,44a,3006,Bern,504013100,46.9432736,7.4756487,1934,
Buchserstrasse,46,3006,Bern,1237621,46.9432868,7.4759821,,
Buchserstrasse,46a,3006,Bern,504013099,46.9432788,7.4756949,1925,
Buchserstrasse,48,3006,Bern,1237681,46.9433041,7.4760985,,
Buchserstrasse,50,3006,Bern,1237682,46.9432972,7.4762212,,
Buchserstrasse,50a,3006,Bern,504013098,46.9433257,7.4763911,1938,
Buchserstrasse,52,3006,Bern,1237622,46.9433024,7.4766292,,
Buchserstrasse,52a,3006,Bern,504013097,46.9433300,7.4764419,1938,
Buchserstrasse,52b,3006,Bern,504013096,46.9430530,7.4768115,1990,2024
Buchserstrasse,52c,3006,Bern,1237623,46.9433001,7.4769852,,
Buchserstrasse,54,3006,Bern,1237624,46.9433169,7.4774001,,
Buchserstrasse,56,3006,Bern,1237625,46.9433560,7.4777854,,
Buchserstrasse,58,3006,Bern,1237626,46.9433539,7.4778985,,
Buchserstrasse,60,3006,Bern,1237627,46.9434043,7.4782494,,
Buchserstrasse,62,3006,Bern,1237628,46.9434105,7.4783365,,
Buchserstrasse,64,3006,Bern,1237629,46.9433936,7.4786712,,
Buchserstrasse,65,3006,Bern,192047033,46.9435953,7.4785469,2023,
Buchserstrasse,65,3006,Bern,504013095,46.9435953,7.4785469,1982-01,2024
Buchserstrasse,66,3006,Bern,1237630,46.9434503,7.4790328,,
Buchserstrasse,66a,3006,Bern,504013094,46.9434437,7.4792619,1947,
Buchweg,2,3020,Bern,2242447,46.9435169,7.3503155,,
Buchweg,4,3020,Bern,1243232,46.9433664,7.3497459,,
Buchweg,4a,3020,Bern,504013088,46.9434560,7.3495058,,
Buchweg,5,3020,Bern,1243233,46.9432486,7.3501858,,
Buchweg,5a,3020,Bern,504013087,46.9433700,7.3503191,1874,
Buchweg,5b,3020,Bern,504013086,46.9432977,7.3505027,1907,
Buchweg,5c,3020,Bern,504013085,46.9431808,7.3505136,,
Buchweg,5d,3020,Bern,504013084,46.9431429,7.3504300,,
Buchweg,5e,3020,Bern,504013083,46.9431643,7.3498584,,
Buchweg,5f,3020,Bern,504013082,46.9431426,7.3498689,,
Buchweg,5p,3020,Bern,504013081,46.9431301,7.3505810,1930,
Buchweg,6,3020,Bern,1243234,46.9436252,7.3489236,,
Buchweg,7,3020,Bern,1243235,46.9430668,7.3496164,,
Buchweg,7a,3020,Bern,504013079,46.9430930,7.3497343,1930,
Buchweg,8,3020,Bern,1243236,46.9430873,7.3490624,,
Buchweg,8a,3020,Bern,504013078,46.9433102,7.3487946,1970,
Buchweg,8b,3020,Bern,504013077,46.9433667,7.3491470,1974,
Buchweg,8c,3020,Bern,504013076,46.9433118,7.3488523,1950,
Buchweg,9,3020,Bern,1243237,46.9430046,7.3499473,,
Buchweg,10,3020,Bern,504013093,46.9429117,7.3495561,,
Buchweg,14,3020,Bern,1243242,46.9422015,7.3490117,,
Buchweg,14a,3020,Bern,504013092,46.9421295,7.3487652,1900,
Buchweg,14b,3020,Bern,504013091,46.9424398,7.3493737,1800,
Buchweg,14c,3020,Bern,504013090,46.9423819,7.3488011,1999,
Buchweg,14p,3020,Bern,504013089,46.9422114,7.3483884,1963,
Buchweg,16,3020,Bern,1243243,46.9421456,7.3494206,,
Buchweg,63,3019,Bern,504013080,46.9366416,7.3516334,,
Bundesbahnweg,1,3008,Bern,1233415,46.9381805,7.4222201,,
Bundesbahnweg,3,3008,Bern,1233416,46.9381578,7.4221983,,
Bundesbahnweg,5,3008,Bern,1233417,46.9380972,7.4221423,,
Bundesbahnweg,7,3008,Bern,1233418,46.9380747,7.4221213,,
Bundesbahnweg,9,3008,Bern,1233419,46.9380138,7.4220639,,
Bundesbahnweg,11,3008,Bern,1233420,46.9379911,7.4220428,,
Bundesbahnweg,13,3008,Bern,1233421,46.9379305,7.4219858,,
Bundesbahnweg,15,3008,Bern,1233422,46.9379078,7.4219644,,
Bundesbahnweg,17,3008,Bern,1233423,46.9378472,7.4219084,,
Bundesbahnweg,19,3008,Bern,1233424,46.9378244,7.4218873,,
Bundesbahnweg,21,3008,Bern,1233425,46.9376125,7.4216817,,
Bundesbahnweg,23,3008,Bern,1233426,46.9375898,7.4216605,,
Bundesbahnweg,25,3008,Bern,1233427,46.9375293,7.4216040,,
Bundesbahnweg,27,3008,Bern,1233428,46.9375063,7.4215824,,
Bundesbahnweg,29,3008,Bern,1233429,46.9374460,7.4215256,,
Bundesbahnweg,31,3008,Bern,1233430,46.9374229,7.4215044,,
Bundesbahnweg,33,3008,Bern,1233431,46.9373629,7.4214476,,
Bundesbahnweg,35,3008,Bern,1233432,46.9373400,7.4214265,,
Bundesbahnweg,37,3008,Bern,1233433,46.9372795,7.4213699,,
Bundesbahnweg,39,3008,Bern,1233434,46.9372570,7.4213485,,
Bundesgasse,1,3011,Bern,1230654,46.9463450,7.4429773,,
Bundesgasse,1a,3011,Bern,1230654,46.9467401,7.4435008,,
Bundesgasse,1b,3011,Bern,1230654,46.9465331,7.4422681,,
Bundesgasse,3,3011,Bern,1230655,46.9463077,7.4415307,,
Bundesgasse,5,3011,Bern,504013075,46.9452879,7.4406343,1900,
Bundesgasse,6,3011,Bern,504013074,46.9469012,7.4429822,1963,
